cod_usuario,data_cadastro,faixa_etaria,cidade,estado
78531,2018-07-10,Entre 28 a 36 anos,Novo Airão,Amazonas
67411,2019-12-22,Entre 10 a 15 anos,Mimoso do Sul,Espírito Santo
18013,2019-03-16,Entre 28 a 36 anos,São Pedro das Missões,Rio Grande do Sul
55031,2019-07-21,Entre 37 a 49 anos,Iacanga,São Paulo
43045,2020-12-06,Entre 62 a 70 anos,Itatim,Bahia
31792,2018-06-30,Entre 28 a 36 anos,Camacho,Minas Gerais
22208,2018-04-21,Entre 10 a 15 anos,Veranópolis,Rio Grande do Sul
97885,2020-08-10,Entre 10 a 15 anos,Pedralva,Minas Gerais
75517,2019-08-09,Mais de 70 anos,Irajuba,Bahia
82305,2021-06-11,Entre 16 a 21 anos,Douradina,Mato Grosso do Sul
63830,2019-02-05,Entre 10 a 15 anos,Rubiataba,Goiás
30559,2021-02-28,Entre 16 a 21 anos,Palmares,Pernambuco
80939,2018-10-06,Entre 37 a 49 anos,Rio das Flores,Rio de Janeiro
72051,2018-03-23,Entre 28 a 36 anos,Ibicaré,Santa Catarina
67325,2020-05-03,Entre 10 a 15 anos,Extrema,Minas Gerais
6395,2020-06-16,Entre 28 a 36 anos,Gurinhém,Paraíba
12541,2021-05-07,Mais de 70 anos,Brejinho,Pernambuco
71440,2019-07-08,Entre 16 a 21 anos,Iturama,Minas Gerais
62013,2019-03-02,Entre 62 a 70 anos,Rancho Queimado,Santa Catarina
46667,2018-08-05,Entre 16 a 21 anos,Bento Fernandes,Rio Grande do Norte
28027,2020-12-02,Entre 62 a 70 anos,Beneditinos,Piauí
39881,2020-02-05,Mais de 70 anos,Cruzmaltina,Paraná
69954,2018-05-21,Entre 10 a 15 anos,Córrego Novo,Minas Gerais
44961,2019-11-09,Mais de 70 anos,Toledo,Minas Gerais
38593,2021-07-16,Entre 28 a 36 anos,Juazeirinho,Paraíba
47798,2018-08-06,Entre 37 a 49 anos,Ipiaçu,Minas Gerais
92931,2018-04-29,Entre 62 a 70 anos,São Francisco de Itabapoana,Rio de Janeiro
84460,2018-08-26,Mais de 70 anos,Doresópolis,Minas Gerais
19997,2019-03-04,Entre 50 a 61 anos,Moeda,Minas Gerais
4725,2019-01-23,Entre 22 a 27 anos,Serra,Espírito Santo
81261,2018-05-17,Entre 37 a 49 anos,Vicência,Pernambuco
95431,2019-04-22,Entre 62 a 70 anos,Tupandi,Rio Grande do Sul
84829,2019-10-10,Entre 28 a 36 anos,Cássia,Minas Gerais
24572,2021-02-20,Mais de 70 anos,Jundiá,Alagoas
98009,2019-02-07,Entre 16 a 21 anos,Fernandópolis,São Paulo
51279,2018-06-21,Entre 50 a 61 anos,Arujá,São Paulo
37290,2019-05-20,Entre 16 a 21 anos,Bacabeira,Maranhão
97071,2021-04-13,Entre 28 a 36 anos,Novo Xingu,Rio Grande do Sul
66507,2021-04-17,Mais de 70 anos,Nova Canaã,Bahia
22013,2019-09-08,Entre 50 a 61 anos,Hidrolândia,Goiás
51657,2018-08-07,Entre 50 a 61 anos,Fartura,São Paulo
53178,2019-10-10,Entre 16 a 21 anos,Borá,São Paulo
7834,2018-11-02,Entre 10 a 15 anos,Cumari,Goiás
73222,2020-12-19,Entre 62 a 70 anos,Cabaceiras do Paraguaçu,Bahia
28693,2019-01-04,Entre 16 a 21 anos,Água Doce,Santa Catarina
79427,2021-06-08,Entre 50 a 61 anos,Indiavaí,Mato Grosso
43894,2019-02-16,Entre 37 a 49 anos,Cumaru do Norte,Pará
79365,2019-12-07,Entre 16 a 21 anos,Imbé,Rio Grande do Sul
23091,2019-04-12,Entre 28 a 36 anos,Sonora,Mato Grosso do Sul
65467,2019-07-29,Entre 16 a 21 anos,Baliza,Goiás
51553,2019-04-19,Entre 62 a 70 anos,Cajuru,São Paulo
2908,2018-01-31,Entre 22 a 27 anos,Ponte Nova,Minas Gerais
9534,2019-05-16,Entre 28 a 36 anos,Córrego Danta,Minas Gerais
24890,2018-03-30,Entre 22 a 27 anos,Tapiramutá,Bahia
63176,2021-05-22,Entre 16 a 21 anos,Joaquim Nabuco,Pernambuco
98666,2021-06-28,Entre 22 a 27 anos,Ametista do Sul,Rio Grande do Sul
64805,2019-07-07,Mais de 70 anos,Baldim,Minas Gerais
39276,2020-05-07,Mais de 70 anos,Cocalinho,Mato Grosso
65690,2019-07-23,Mais de 70 anos,Galinhos,Rio Grande do Norte
17137,2018-07-09,Entre 10 a 15 anos,Glorinha,Rio Grande do Sul
67625,2020-12-28,Entre 37 a 49 anos,Araújos,Minas Gerais
57011,2018-05-22,Entre 22 a 27 anos,Lagoa de Velhos,Rio Grande do Norte
43525,2021-05-28,Entre 22 a 27 anos,Belém,Pará
26102,2020-11-03,Entre 37 a 49 anos,Córrego do Bom Jesus,Minas Gerais
53922,2020-01-06,Mais de 70 anos,Inocência,Mato Grosso do Sul
9734,2018-02-03,Mais de 70 anos,Dirceu Arcoverde,Piauí
39725,2019-09-20,Entre 16 a 21 anos,Heliodora,Minas Gerais
76701,2020-11-05,Entre 50 a 61 anos,Marialva,Paraná
5944,2018-04-25,Entre 28 a 36 anos,Benedito Novo,Santa Catarina
92628,2019-01-31,Entre 37 a 49 anos,Divisópolis,Minas Gerais
95273,2019-12-29,Entre 62 a 70 anos,Edealina,Goiás
61919,2018-10-04,Entre 16 a 21 anos,Rosário do Catete,Sergipe
35015,2019-05-08,Mais de 70 anos,Casa Nova,Bahia
65882,2020-09-10,Entre 16 a 21 anos,Tacaimbó,Pernambuco
26617,2018-10-18,Entre 22 a 27 anos,Quartel Geral,Minas Gerais
72205,2018-04-07,Entre 37 a 49 anos,Varzedo,Bahia
63866,2021-03-22,Entre 62 a 70 anos,Cotegipe,Bahia
53574,2020-12-19,Entre 22 a 27 anos,Jaguarão,Rio Grande do Sul
95550,2020-11-22,Entre 62 a 70 anos,Valença,Rio de Janeiro
81785,2018-07-20,Entre 62 a 70 anos,Americano do Brasil,Goiás
57441,2019-08-30,Entre 28 a 36 anos,Lupércio,São Paulo
93956,2020-12-02,Entre 62 a 70 anos,Santo Antônio do Caiuá,Paraná
47395,2020-02-19,Entre 28 a 36 anos,Niterói,Rio de Janeiro
91482,2018-10-29,Entre 37 a 49 anos,Lauro Müller,Santa Catarina
73460,2019-06-02,Entre 37 a 49 anos,Suzanápolis,São Paulo
3516,2019-10-13,Entre 10 a 15 anos,Rio Verde,Goiás
73660,2019-07-07,Entre 10 a 15 anos,Coronel Bicaco,Rio Grande do Sul
32047,2018-05-03,Entre 50 a 61 anos,Santa Cruz de Minas,Minas Gerais
76789,2018-04-19,Entre 37 a 49 anos,Augustinópolis,Tocantins
31572,2021-06-21,Entre 50 a 61 anos,Realeza,Paraná
23619,2018-02-25,Entre 50 a 61 anos,Mato Castelhano,Rio Grande do Sul
61799,2020-11-25,Entre 22 a 27 anos,Quijingue,Bahia
73399,2018-01-15,Entre 10 a 15 anos,Upanema,Rio Grande do Norte
20152,2019-05-08,Entre 10 a 15 anos,Monteirópolis,Alagoas
89547,2020-05-05,Entre 16 a 21 anos,Bacabeira,Maranhão
13841,2019-08-14,Entre 16 a 21 anos,Pirangi,São Paulo
53122,2021-05-20,Mais de 70 anos,Mato Rico,Paraná
33902,2020-07-15,Entre 37 a 49 anos,Juazeirinho,Paraíba
38414,2018-04-20,Entre 16 a 21 anos,Cândido Rodrigues,São Paulo
22873,2019-02-10,Entre 62 a 70 anos,Placas,Pará
72133,2021-07-13,Entre 37 a 49 anos,Eirunepé,Amazonas
75341,2019-08-22,Entre 28 a 36 anos,Minaçu,Goiás
81908,2018-10-29,Entre 37 a 49 anos,Rio do Prado,Minas Gerais
81275,2020-12-03,Entre 62 a 70 anos,Salvador,Bahia
89233,2020-04-21,Entre 37 a 49 anos,Felício dos Santos,Minas Gerais
77917,2019-02-01,Entre 10 a 15 anos,Marmelópolis,Minas Gerais
44047,2021-07-31,Entre 62 a 70 anos,Brazabrantes,Goiás
27130,2018-09-02,Entre 16 a 21 anos,Vera Cruz,Rio Grande do Sul
54099,2019-05-22,Entre 22 a 27 anos,Alto Alegre,Rio Grande do Sul
53506,2019-12-07,Entre 62 a 70 anos,Macaubal,São Paulo
98364,2021-02-11,Entre 10 a 15 anos,Santa Rita de Cássia,Bahia
29731,2018-05-02,Entre 50 a 61 anos,Senador Cortes,Minas Gerais
52768,2021-02-27,Entre 10 a 15 anos,São Sebastião da Vargem Alegre,Minas Gerais
8205,2020-03-06,Entre 28 a 36 anos,Passa e Fica,Rio Grande do Norte
25547,2021-04-09,Entre 16 a 21 anos,Santo Antônio do Retiro,Minas Gerais
45834,2020-05-08,Mais de 70 anos,Fazenda Nova,Goiás
21730,2021-03-08,Entre 10 a 15 anos,Itambé,Pernambuco
91404,2020-03-06,Entre 22 a 27 anos,Realeza,Paraná
46752,2020-02-24,Entre 10 a 15 anos,Serra Grande,Paraíba
36690,2021-04-23,Entre 28 a 36 anos,Campestre da Serra,Rio Grande do Sul
57537,2020-01-15,Entre 22 a 27 anos,Arroio Trinta,Santa Catarina
36045,2021-01-03,Entre 50 a 61 anos,Jardim Alegre,Paraná
29747,2018-11-24,Mais de 70 anos,Parnamirim,Pernambuco
36874,2020-01-01,Entre 62 a 70 anos,Cruzeiro do Sul,Rio Grande do Sul
67789,2021-03-12,Entre 62 a 70 anos,Monte Alegre de Minas,Minas Gerais
29684,2019-08-06,Entre 62 a 70 anos,Magalhães de Almeida,Maranhão
17636,2018-05-25,Entre 50 a 61 anos,Itarana,Espírito Santo
36273,2021-05-11,Entre 28 a 36 anos,Alexânia,Goiás
20035,2018-09-14,Entre 62 a 70 anos,Santana do Garambéu,Minas Gerais
38564,2021-05-05,Entre 50 a 61 anos,Glória do Goitá,Pernambuco
96996,2019-03-20,Entre 22 a 27 anos,Paratinga,Bahia
88069,2018-12-26,Mais de 70 anos,Tabocão,Tocantins
88608,2018-12-23,Entre 50 a 61 anos,Espinosa,Minas Gerais
44723,2019-05-09,Mais de 70 anos,Santa Maria do Herval,Rio Grande do Sul
49497,2021-05-25,Entre 28 a 36 anos,Felício dos Santos,Minas Gerais
61636,2021-06-05,Entre 16 a 21 anos,São Félix de Minas,Minas Gerais
46308,2018-06-23,Entre 62 a 70 anos,Mandaguaçu,Paraná
4431,2020-02-16,Mais de 70 anos,Cachoeiro de Itapemirim,Espírito Santo
94455,2018-05-18,Entre 37 a 49 anos,Paranavaí,Paraná
3560,2018-09-04,Entre 16 a 21 anos,Maracaí,São Paulo
75622,2018-12-07,Entre 10 a 15 anos,Umbuzeiro,Paraíba
74406,2019-01-20,Entre 16 a 21 anos,São João do Soter,Maranhão
45564,2018-08-01,Mais de 70 anos,Lagoa,Paraíba
90946,2018-04-17,Entre 28 a 36 anos,Leme,São Paulo
64297,2019-03-17,Mais de 70 anos,Sinimbu,Rio Grande do Sul
98628,2020-05-26,Entre 22 a 27 anos,São Gabriel do Oeste,Mato Grosso do Sul
29881,2019-12-03,Entre 22 a 27 anos,Santa Teresa,Espírito Santo
70139,2019-11-26,Entre 22 a 27 anos,Itapebi,Bahia
97775,2020-02-09,Mais de 70 anos,Vale de São Domingos,Mato Grosso
35715,2021-02-21,Entre 50 a 61 anos,Piritiba,Bahia
28912,2019-12-29,Entre 62 a 70 anos,Carmo da Cachoeira,Minas Gerais
49703,2020-04-20,Entre 16 a 21 anos,Água Doce do Norte,Espírito Santo
56936,2020-02-12,Entre 37 a 49 anos,Anastácio,Mato Grosso do Sul
39705,2021-03-03,Entre 37 a 49 anos,Porto Alegre,Rio Grande do Sul
39126,2019-02-26,Entre 22 a 27 anos,Peritiba,Santa Catarina
79571,2018-07-31,Entre 62 a 70 anos,Nova Mutum,Mato Grosso
76264,2018-11-28,Entre 37 a 49 anos,Irani,Santa Catarina
75742,2020-05-14,Entre 50 a 61 anos,Matelândia,Paraná
73962,2018-04-10,Entre 50 a 61 anos,Sapé,Paraíba
26314,2019-04-30,Entre 37 a 49 anos,Antonina do Norte,Ceará
18747,2019-05-14,Entre 22 a 27 anos,Pompéu,Minas Gerais
21007,2020-02-05,Entre 62 a 70 anos,Morpará,Bahia
39057,2021-03-19,Entre 50 a 61 anos,Cambira,Paraná
39036,2020-08-20,Entre 10 a 15 anos,Simões,Piauí
46527,2018-11-26,Entre 50 a 61 anos,Alfredo Vasconcelos,Minas Gerais
61518,2018-03-16,Entre 10 a 15 anos,Planaltina,Goiás
54891,2020-12-27,Entre 10 a 15 anos,Franco da Rocha,São Paulo
32023,2019-06-14,Entre 50 a 61 anos,Pirapora do Bom Jesus,São Paulo
61762,2018-08-12,Entre 37 a 49 anos,Cotia,São Paulo
61501,2019-05-05,Entre 16 a 21 anos,Saboeiro,Ceará
26413,2020-10-12,Entre 37 a 49 anos,São José dos Campos,São Paulo
76875,2018-12-03,Entre 22 a 27 anos,Axixá do Tocantins,Tocantins
62577,2018-06-19,Entre 22 a 27 anos,Uniflor,Paraná
40244,2018-09-08,Entre 22 a 27 anos,Melgaço,Pará
67102,2019-03-26,Entre 37 a 49 anos,Arabutã,Santa Catarina
35040,2018-08-19,Entre 62 a 70 anos,Atibaia,São Paulo
30257,2019-09-24,Mais de 70 anos,Figueira,Paraná
85233,2021-05-16,Entre 50 a 61 anos,Novo Oriente do Piauí,Piauí
50071,2021-06-19,Entre 50 a 61 anos,Criciúma,Santa Catarina
98456,2020-03-14,Entre 10 a 15 anos,Manoel Emídio,Piauí
69884,2020-05-26,Entre 22 a 27 anos,Brejo Santo,Ceará
9658,2020-02-09,Entre 22 a 27 anos,Macururé,Bahia
60537,2019-07-17,Entre 16 a 21 anos,Lindóia do Sul,Santa Catarina
55862,2020-05-14,Entre 62 a 70 anos,São Paulo das Missões,Rio Grande do Sul
4850,2018-02-11,Entre 10 a 15 anos,Engenheiro Caldas,Minas Gerais
61879,2019-04-23,Entre 37 a 49 anos,Vieirópolis,Paraíba
19198,2018-03-19,Entre 16 a 21 anos,Coronel Vivida,Paraná
88240,2019-05-19,Mais de 70 anos,Miradouro,Minas Gerais
44635,2019-08-19,Entre 37 a 49 anos,Colorado,Rio Grande do Sul
40842,2020-01-11,Entre 50 a 61 anos,Campina do Monte Alegre,São Paulo
52452,2019-11-01,Entre 16 a 21 anos,Mata Grande,Alagoas
34176,2020-12-10,Entre 10 a 15 anos,Uniflor,Paraná
61124,2018-01-31,Entre 62 a 70 anos,Taió,Santa Catarina
98960,2020-05-30,Entre 37 a 49 anos,Paraí,Rio Grande do Sul
54125,2019-07-29,Entre 50 a 61 anos,Campo Bom,Rio Grande do Sul
21578,2020-03-28,Entre 16 a 21 anos,Tibau,Rio Grande do Norte
8774,2019-08-03,Entre 16 a 21 anos,Laranjal,Paraná
70652,2021-04-25,Entre 62 a 70 anos,Santo Antônio do Itambé,Minas Gerais
17292,2018-04-01,Entre 28 a 36 anos,Araguatins,Tocantins
70401,2020-06-02,Entre 50 a 61 anos,Santo Antônio do Leverger,Mato Grosso
12014,2020-08-28,Entre 50 a 61 anos,Engenheiro Caldas,Minas Gerais
59715,2021-04-25,Entre 10 a 15 anos,Branquinha,Alagoas
65511,2019-09-27,Mais de 70 anos,Neves Paulista,São Paulo
75276,2018-02-07,Entre 16 a 21 anos,São Pedro das Missões,Rio Grande do Sul
93630,2020-05-08,Entre 62 a 70 anos,Quarto Centenário,Paraná
30809,2019-02-17,Entre 28 a 36 anos,Epitaciolândia,Acre
11745,2018-06-14,Entre 28 a 36 anos,Pérola d'Oeste,Paraná
54954,2020-06-10,Mais de 70 anos,Itapiranga,Santa Catarina
7605,2019-02-03,Entre 37 a 49 anos,Moreilândia,Pernambuco
3090,2019-04-08,Entre 50 a 61 anos,Santa Bárbara do Leste,Minas Gerais
97763,2018-02-18,Mais de 70 anos,Chapada da Natividade,Tocantins
52813,2020-12-30,Entre 50 a 61 anos,Floresta Azul,Bahia
37056,2020-01-22,Entre 50 a 61 anos,Ribeirão Vermelho,Minas Gerais
12364,2020-02-03,Mais de 70 anos,Pedro do Rosário,Maranhão
37907,2019-10-26,Entre 10 a 15 anos,Olindina,Bahia
29792,2019-07-08,Entre 62 a 70 anos,Várzea do Poço,Bahia
9691,2018-03-15,Entre 62 a 70 anos,Diamante,Paraíba
50948,2020-12-16,Mais de 70 anos,Angélica,Mato Grosso do Sul
6609,2020-06-05,Entre 37 a 49 anos,Sapé,Paraíba
25889,2018-02-13,Mais de 70 anos,Alagoinha,Pernambuco
33087,2019-09-15,Entre 28 a 36 anos,Amaporã,Paraná
19015,2020-03-11,Entre 16 a 21 anos,Lagoa Formosa,Minas Gerais
40776,2020-07-26,Mais de 70 anos,Vitória do Xingu,Pará
85230,2021-02-03,Entre 16 a 21 anos,Formosa da Serra Negra,Maranhão
40149,2021-02-03,Mais de 70 anos,Marcelino Ramos,Rio Grande do Sul
6702,2019-12-08,Entre 37 a 49 anos,Palmas,Paraná
94058,2019-10-31,Entre 28 a 36 anos,Mansidão,Bahia
32881,2018-09-04,Entre 22 a 27 anos,Joca Marques,Piauí
18602,2021-04-18,Entre 50 a 61 anos,Coqueiro Baixo,Rio Grande do Sul
85012,2019-06-12,Entre 10 a 15 anos,Lupércio,São Paulo
56292,2020-02-25,Entre 22 a 27 anos,Dom Expedito Lopes,Piauí
52105,2018-07-12,Entre 50 a 61 anos,Boa Vista,Paraíba
67360,2020-07-20,Entre 50 a 61 anos,Belmonte,Bahia
55093,2020-09-01,Entre 16 a 21 anos,Palmas de Monte Alto,Bahia
48491,2019-06-18,Entre 16 a 21 anos,São Vicente do Seridó,Paraíba
99698,2020-06-13,Entre 16 a 21 anos,Campo Largo,Paraná
17798,2018-11-26,Entre 37 a 49 anos,São Miguel dos Milagres,Alagoas
10495,2018-08-29,Entre 16 a 21 anos,Ponte Branca,Mato Grosso
24070,2018-04-02,Entre 22 a 27 anos,Rancho Queimado,Santa Catarina
34924,2020-05-26,Entre 10 a 15 anos,Urupá,Rondônia
74314,2020-11-16,Entre 50 a 61 anos,Quixeramobim,Ceará
52993,2019-11-07,Entre 50 a 61 anos,Vertente do Lério,Pernambuco
52393,2020-04-10,Entre 62 a 70 anos,Mallet,Paraná
77030,2020-06-12,Entre 62 a 70 anos,Ouro Preto do Oeste,Rondônia
78203,2018-01-21,Mais de 70 anos,Ilhabela,São Paulo
68847,2018-04-25,Entre 50 a 61 anos,Valparaíso de Goiás,Goiás
5318,2019-12-14,Entre 62 a 70 anos,Lizarda,Tocantins
78598,2018-04-09,Entre 37 a 49 anos,Taguatinga,Tocantins
25798,2021-02-01,Entre 37 a 49 anos,Gurupá,Pará
56062,2020-05-03,Entre 10 a 15 anos,São Pedro do Ivaí,Paraná
84323,2021-05-30,Entre 62 a 70 anos,Palmeirópolis,Tocantins
19203,2020-05-04,Entre 16 a 21 anos,Taiobeiras,Minas Gerais
29019,2020-05-19,Entre 62 a 70 anos,Nova Veneza,Santa Catarina
93737,2019-03-22,Entre 16 a 21 anos,Coronel Vivida,Paraná
60201,2020-07-06,Entre 16 a 21 anos,Tio Hugo,Rio Grande do Sul
41275,2019-11-06,Entre 50 a 61 anos,Tremedal,Bahia
49241,2019-02-07,Entre 16 a 21 anos,Santo Antônio de Lisboa,Piauí
84850,2019-04-01,Entre 28 a 36 anos,Capanema,Pará
35390,2019-01-05,Mais de 70 anos,Montes Claros,Minas Gerais
20352,2018-04-16,Entre 37 a 49 anos,Imbituva,Paraná
79052,2018-05-29,Entre 62 a 70 anos,Pintadas,Bahia
46296,2019-01-15,Entre 37 a 49 anos,Capinópolis,Minas Gerais
11358,2019-04-23,Entre 37 a 49 anos,Capão da Canoa,Rio Grande do Sul
15691,2018-11-07,Entre 22 a 27 anos,Imigrante,Rio Grande do Sul
44126,2019-11-25,Entre 10 a 15 anos,Quartel Geral,Minas Gerais
84391,2021-02-01,Mais de 70 anos,Rio Negrinho,Santa Catarina
93699,2018-12-05,Entre 16 a 21 anos,Aroazes,Piauí
1796,2021-05-16,Entre 16 a 21 anos,Riacho de Santo Antônio,Paraíba
42577,2018-02-06,Entre 16 a 21 anos,Pedrinhas Paulista,São Paulo
4269,2020-10-14,Entre 22 a 27 anos,General Carneiro,Mato Grosso
22777,2019-05-15,Entre 50 a 61 anos,Barreira,Ceará
57906,2018-03-12,Entre 62 a 70 anos,Esperantina,Tocantins
18800,2018-06-13,Mais de 70 anos,Riachão do Jacuípe,Bahia
94169,2019-06-24,Entre 22 a 27 anos,Ubaíra,Bahia
61605,2021-05-01,Entre 10 a 15 anos,Nova Santa Rosa,Paraná
74851,2021-01-12,Entre 16 a 21 anos,Gramado dos Loureiros,Rio Grande do Sul
68781,2018-01-11,Entre 10 a 15 anos,Dois Riachos,Alagoas
78406,2021-02-11,Entre 10 a 15 anos,São Sebastião do Tocantins,Tocantins
82833,2020-02-11,Entre 10 a 15 anos,Porto União,Santa Catarina
31064,2019-11-20,Entre 50 a 61 anos,São José do Cedro,Santa Catarina
68058,2019-03-30,Entre 62 a 70 anos,Caiabu,São Paulo
71491,2019-11-15,Entre 28 a 36 anos,Taperoá,Paraíba
6511,2021-03-30,Entre 37 a 49 anos,Brejolândia,Bahia
30457,2020-02-06,Entre 10 a 15 anos,Pesqueira,Pernambuco
73973,2019-12-31,Entre 16 a 21 anos,Pajeú do Piauí,Piauí
31972,2021-03-12,Entre 28 a 36 anos,Caibaté,Rio Grande do Sul
26510,2021-07-15,Entre 37 a 49 anos,São Miguel do Iguaçu,Paraná
59514,2019-03-31,Entre 50 a 61 anos,Minador do Negrão,Alagoas
49295,2019-05-12,Entre 37 a 49 anos,Buerarema,Bahia
3504,2021-06-23,Entre 16 a 21 anos,Bom Jesus do Galho,Minas Gerais
59587,2021-07-14,Entre 22 a 27 anos,Juru,Paraíba
20622,2019-04-14,Entre 10 a 15 anos,Paula Freitas,Paraná
5408,2020-05-07,Entre 22 a 27 anos,Santa Maria das Barreiras,Pará
93080,2018-12-21,Mais de 70 anos,Várzea da Roça,Bahia
16058,2020-07-22,Entre 37 a 49 anos,São José do Divino,Minas Gerais
96756,2020-02-12,Entre 16 a 21 anos,Dumont,São Paulo
92796,2019-04-22,Entre 16 a 21 anos,Santa Tereza do Oeste,Paraná
86648,2020-11-11,Entre 28 a 36 anos,Uruoca,Ceará
49936,2019-08-08,Entre 16 a 21 anos,Camalaú,Paraíba
16243,2020-03-02,Entre 37 a 49 anos,Livramento de Nossa Senhora,Bahia
14478,2021-03-16,Entre 22 a 27 anos,Cachoeira Dourada,Goiás
21152,2021-05-08,Entre 28 a 36 anos,Pinhais,Paraná
8258,2018-10-09,Entre 50 a 61 anos,Posse,Goiás
75856,2019-11-27,Entre 16 a 21 anos,Ibituruna,Minas Gerais
37904,2019-02-21,Mais de 70 anos,Matelândia,Paraná
62931,2019-08-13,Entre 16 a 21 anos,Presidente Dutra,Maranhão
3837,2018-08-18,Mais de 70 anos,Campo Grande,Mato Grosso do Sul
94531,2020-06-14,Entre 10 a 15 anos,Barroquinha,Ceará
68309,2018-10-08,Mais de 70 anos,Campo Grande do Piauí,Piauí
57231,2018-02-09,Entre 50 a 61 anos,Conceição do Coité,Bahia
78580,2021-01-10,Entre 37 a 49 anos,Três Arroios,Rio Grande do Sul
11056,2021-04-15,Mais de 70 anos,São João do Carú,Maranhão
83396,2019-04-18,Entre 28 a 36 anos,Araioses,Maranhão
74632,2021-02-28,Entre 16 a 21 anos,Andirá,Paraná
81258,2019-09-19,Mais de 70 anos,Belo Campo,Bahia
52615,2018-05-31,Entre 22 a 27 anos,Juarina,Tocantins
29862,2020-02-17,Entre 28 a 36 anos,Indianópolis,Minas Gerais
86384,2018-12-05,Entre 62 a 70 anos,Sertanópolis,Paraná
14355,2018-01-06,Entre 28 a 36 anos,Ipecaetá,Bahia
41788,2019-09-13,Entre 16 a 21 anos,Capivari,São Paulo
46927,2018-07-15,Entre 50 a 61 anos,Nova Santa Rosa,Paraná
22521,2018-04-15,Entre 50 a 61 anos,São Bernardino,Santa Catarina
40349,2019-02-26,Entre 22 a 27 anos,Careiro,Amazonas
82189,2020-07-29,Entre 22 a 27 anos,Divino de São Lourenço,Espírito Santo
24066,2019-03-30,Entre 28 a 36 anos,Ponta Grossa,Paraná
9805,2021-06-29,Entre 62 a 70 anos,Itinga,Minas Gerais
38495,2018-11-14,Entre 50 a 61 anos,Areia Branca,Sergipe
4251,2018-03-16,Entre 10 a 15 anos,São Geraldo do Baixio,Minas Gerais
81652,2018-12-02,Entre 62 a 70 anos,Crisópolis,Bahia
20293,2019-12-06,Entre 50 a 61 anos,Cipotânea,Minas Gerais
63336,2018-07-28,Entre 10 a 15 anos,Matinha,Maranhão
11199,2021-05-06,Mais de 70 anos,Marília,São Paulo
32634,2019-07-29,Entre 50 a 61 anos,Paraíso,Santa Catarina
51832,2020-09-29,Entre 50 a 61 anos,Irituia,Pará
88187,2021-05-19,Entre 10 a 15 anos,Teixeirópolis,Rondônia
45906,2018-04-18,Entre 10 a 15 anos,Diamantino,Mato Grosso
35330,2019-12-09,Mais de 70 anos,Porto Alegre do Tocantins,Tocantins
11426,2020-12-05,Entre 16 a 21 anos,Barro Duro,Piauí
40305,2018-11-06,Entre 22 a 27 anos,Córrego Fundo,Minas Gerais
34571,2020-12-25,Entre 10 a 15 anos,Ibiam,Santa Catarina
97405,2018-02-11,Entre 22 a 27 anos,Porto Velho,Rondônia
35183,2019-05-31,Entre 22 a 27 anos,Barão,Rio Grande do Sul
22360,2020-11-13,Mais de 70 anos,Bom Retiro,Santa Catarina
7546,2020-04-23,Entre 22 a 27 anos,Horizonte,Ceará
66468,2018-08-10,Mais de 70 anos,Areal,Rio de Janeiro
85387,2020-01-25,Entre 10 a 15 anos,Diamante do Sul,Paraná
20410,2020-08-09,Entre 28 a 36 anos,Igaci,Alagoas
50509,2020-09-27,Entre 28 a 36 anos,Mata,Rio Grande do Sul
85250,2020-11-24,Entre 10 a 15 anos,Buenos Aires,Pernambuco
2850,2019-03-25,Entre 28 a 36 anos,Santa Cruz de Goiás,Goiás
62096,2019-03-18,Mais de 70 anos,Canápolis,Minas Gerais
6110,2018-07-26,Entre 22 a 27 anos,Poção,Pernambuco
63192,2021-01-19,Entre 16 a 21 anos,Apodi,Rio Grande do Norte
23847,2019-08-09,Entre 16 a 21 anos,Central de Minas,Minas Gerais
83858,2018-08-22,Entre 28 a 36 anos,Caraúbas do Piauí,Piauí
19417,2020-06-20,Entre 16 a 21 anos,Cerquilho,São Paulo
2646,2020-10-13,Entre 50 a 61 anos,Ipubi,Pernambuco
51663,2021-05-28,Entre 22 a 27 anos,Formosa do Sul,Santa Catarina
32860,2021-03-17,Entre 37 a 49 anos,Cássia dos Coqueiros,São Paulo
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
